"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"47","A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0","A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0","A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81","6;6;6;6;6;5;5;5;5;5;3;1","6;6;6;6;6;5;5;5;5;5;3;1","6;6;6;6;6;5;5;5;5;5;3;1","60S ribosomal protein L17 (Fragment);60S ribosomal protein L17 (Fragment);60S ribosomal protein L17 (Fragment);60S ribosomal protein L17;60S ribosomal protein L17;60S ribosomal protein L17 (Fragment);60S ribosomal protein L17 (Fragment);60S ribosomal prote",12,6,6,6
"48","A0A087WXM8;P50895;K7ENU8;K7ERB7","A0A087WXM8;P50895;K7ENU8;K7ERB7","A0A087WXM8;P50895;K7ENU8","11;11;7;1","11;11;7;1","11;11;7;1","Basal cell adhesion molecule;Basal cell adhesion molecule;Basal cell adhesion molecule (Fragment)",4,11,11,11
"49","K7EJB0;A0A087WXP2;A0A8J8YL86;C9JWJ8;B4DHW2;Q14938;K7ESG9;K7EKH0;K7EN08;A0A8I5KYE6;S4R308;K7EMQ5","K7EJB0;A0A087WXP2;A0A8J8YL86;C9JWJ8;B4DHW2;Q14938;K7ESG9;K7EKH0;K7EN08;A0A8I5KYE6;S4R308;K7EMQ5","K7EJB0;A0A087WXP2;A0A8J8YL86;C9JWJ8;B4DHW2;Q14938;K7ESG9;K7EKH0;K7EN08;A0A8I5KYE6","5;5;5;5;5;5;4;4;4;3;2;2","5;5;5;5;5;5;4;4;4;3;2;2","3;3;3;3;3;3;2;2;2;1;0;2","CCAAT-box-binding transcription factor (Fragment);Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1 X-type;CCAAT-box-binding transcription factor (Fragment);CCAAT-box-binding transcription factor (Fragment);Nuclear factor",12,5,5,3
"50","A0A087WY55;Q9NP79;Q5TGM0","A0A087WY55;Q9NP79;Q5TGM0","A0A087WY55;Q9NP79;Q5TGM0","4;4;3","4;4;3","4;4;3","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog;Vacuolar protein sorting-associated protein VTA1 homolog",3,4,4,4
"51","C9JTK4;A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;A0A8I5KWD3;H7C4C3;C9JJD3;A0A8I5QJU5;C9JJ47;A0A8I5KT55","C9JTK4;A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;A0A8I5KWD3;H7C4C3;C9JJD3;A0A8I5QJU5;C9JJ47;A0A8I5KT55","C9JTK4;A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;A0A8I5KWD3;H7C4C3;C9JJD3;A0A8I5QJU5;C9JJ47","6;6;6;6;6;6;5;5;4;3;3;2","6;6;6;6;6;6;5;5;4;3;3;2","6;6;6;6;6;6;5;5;4;3;3;2","AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex sub",12,6,6,6
"52","D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8;P51668","D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8;P51668","D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8;P51668","2;2;2;2;2;2;2;2;1;1;1;1;1","2;2;2;2;2;2;2;2;1;1;1;1;1","2;2;2;2;2;2;2;2;1;1;1;1;1","Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D2 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating en",13,2,2,2
"53","A0A087WYC0;A0A8I5KT73;A0A1W2PQY5;A0A8I5KNZ1;A0A8I5QJQ7;A0A6Q8KRG2;A0A8I5KZ68;A0A8J9BZL8;Q08379;A0A8I5KZ34;A0A8I5KQL3;A0A8I5KUW5;B7ZC06","A0A087WYC0;A0A8I5KT73;A0A1W2PQY5;A0A8I5KNZ1;A0A8I5QJQ7;A0A6Q8KRG2;A0A8I5KZ68;A0A8J9BZL8;Q08379;A0A8I5KZ34;A0A8I5KQL3;A0A8I5KUW5;B7ZC06","A0A087WYC0;A0A8I5KT73;A0A1W2PQY5;A0A8I5KNZ1;A0A8I5QJQ7;A0A6Q8KRG2;A0A8I5KZ68;A0A8J9BZL8;Q08379","5;5;5;5;5;5;5;5;5;1;1;1;1","5;5;5;5;5;5;5;5;5;1;1;1;1","5;5;5;5;5;5;5;5;5;1;1;1;1","Golgin subfamily A member 2 (Fragment);Golgin subfamily A member 2 (Fragment);Golgin subfamily A member 2 (Fragment);Golgin subfamily A member 2;Golgin subfamily A member 2;Golgin subfamily A member 2;Golgin subfamily A member 2;Golgin subfamily A member 2",13,5,5,5
"54","A0A087WYF6;F8W7U3;J3KP36;E7ESD2;A0A096LPC5;Q9Y4E1;Q641Q2;B1AP61","A0A087WYF6;F8W7U3;J3KP36;E7ESD2;A0A096LPC5;Q9Y4E1;Q641Q2;B1AP61","A0A087WYF6;F8W7U3;J3KP36;E7ESD2;A0A096LPC5;Q9Y4E1;Q641Q2;B1AP61","2;2;2;2;2;2;2;1","2;2;2;2;2;2;2;1","2;2;2;2;2;2;2;1","WASH complex subunit 2A;WASH complex subunit 2A;WASH complex subunit 2C;WASH complex subunit 2A;WASH complex subunit 2C;WASH complex subunit 2C;WASH complex subunit 2A;WASH complex subunit 2A (Fragment)",8,2,2,2
"55","A0A2U3TZH4;A0A087WYF8;Q53GG5;D6RAF1;A0A2R8Y6L7","A0A2U3TZH4;A0A087WYF8;Q53GG5;D6RAF1;A0A2R8Y6L7","A0A2U3TZH4;A0A087WYF8;Q53GG5;D6RAF1;A0A2R8Y6L7","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","PDZ and LIM domain protein 3;PDZ and LIM domain protein 3;PDZ and LIM domain protein 3;PDZ and LIM domain protein 3;PDZ and LIM domain protein 3 (Fragment)",5,2,2,2
"56","A0A087WYR3;O43399;A0A087WZ51","A0A087WYR3;O43399;A0A087WZ51","A0A087WYR3;O43399;A0A087WZ51","7;7;5","7;7;5","7;7;5","Tumor protein D54;Tumor protein D54;Tumor protein D54",3,7,7,7
"57","A0A087X1F5;A0A087WYV9;P57105;A0A087WTA2","A0A087X1F5;A0A087WYV9;P57105;A0A087WTA2","A0A087X1F5;A0A087WYV9;P57105","4;4;4;1","4;4;4;1","4;4;4;1","Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial (Fragment);Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial;Synaptojanin-2-binding protein",4,4,4,4
"58","A0A087WZ13;E9PAU2;Q8IY67;K7EKR9","A0A087WZ13;E9PAU2;Q8IY67;K7EKR9","A0A087WZ13;E9PAU2;Q8IY67;K7EKR9","2;2;2;1","2;2;2;1","2;2;2;1","Ribonucleoprotein PTB-binding 1;Ribonucleoprotein PTB-binding 1;Ribonucleoprotein PTB-binding 1;Ribonucleoprotein PTB-binding 1 (Fragment)",4,2,2,2
"59","A0A087WZL0;Q86UU1","A0A087WZL0;Q86UU1","A0A087WZL0;Q86UU1","2;2","2;2","2;2","Pleckstrin homology-like domain family B member 1 (Fragment);Pleckstrin homology-like domain family B member 1",2,2,2,2
"60","A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66","A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66","A0A087WZN1;O43837;A0A087X2E5","4;4;3;1","4;4;3;1","4;4;3;1","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",4,4,4,4
"61","J3KPF9;A0A087X011;E9PES4;Q9Y496;Q5JRK0;H0Y718;Q6ZMV9;O95239;Q2VIQ3","J3KPF9;A0A087X011;E9PES4;Q9Y496;Q5JRK0;H0Y718;Q6ZMV9;O95239;Q2VIQ3","J3KPF9;A0A087X011;E9PES4;Q9Y496;Q5JRK0;H0Y718;Q6ZMV9;O95239;Q2VIQ3","2;2;2;2;1;1;1;1;1","2;2;2;2;1;1;1;1;1","2;2;2;2;1;1;1;1;1","Kinesin-like protein;Kinesin-like protein;Kinesin-like protein;Kinesin-like protein KIF3A;Kinesin-like protein KIF6 (Fragment);Kinesin-like protein (Fragment);Kinesin-like protein KIF6;Chromosome-associated kinesin KIF4A;Chromosome-associated kinesin KIF4B",9,2,2,2
"62","A0A8Q3SHG4;A0A087X054;K7EQK2;A0A494C039;Q9Y4L1;J3QQH7;J3QLE9;E9PJ21;A0A087WWI4;A0A0G2JRS0;J3KTF1;J3QL06;Q9BST8;A0A0G2JRT9;A0A0G2JRG7;A0A8Q3SHP7;A0A0G2JR71;A0A0G2JR88;A0A2R8Y358;A0A1W2PS94;Q9BXT5","A0A8Q3SHG4;A0A087X054;K7EQK2;A0A494C039;Q9Y4L1;J3QQH7;J3QLE9;E9PJ21;A0A087WWI4;A0A0G2JRS0;J3KTF1;J3QL06;Q9BST8;A0A0G2JRT9;A0A0G2JRG7;A0A8Q3SHP7;A0A0G2JR71;A0A0G2JR88;A0A2R8Y358;A0A1W2PS94;Q9BXT5","A0A8Q3SHG4;A0A087X054;K7EQK2;A0A494C039;Q9Y4L1;J3QQH7;J3QLE9;E9PJ21;A0A087WWI4;A0A0G2JRS0","20;20;20;20;20;16;16;16;16;16;6;5;2;2;2;2;1;1;1;1;1","20;20;20;20;20;16;16;16;16;16;6;5;2;2;2;2;1;1;1;1;1","20;20;20;20;20;16;16;16;16;16;6;5;2;2;2;2;1;1;1;1;1","Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1 (Fragment);Hypoxia up-regulated protein 1 (Fragment);Hypoxia up-regula",21,20,20,20
"63","A0A087X0K0;P39059","A0A087X0K0;P39059","A0A087X0K0;P39059","13;13","13;13","13;13","Collagen alpha-1(XV) chain;Collagen alpha-1(XV) chain",2,13,13,13
"64","A0A0G2JNH2;A0A7I2V5U5;G5E9E7;A0A087X0K9;G3V1L9;Q07157;H0YKB1","A0A0G2JNH2;A0A7I2V5U5;G5E9E7;A0A087X0K9;G3V1L9;Q07157;H0YKB1","A0A0G2JNH2;A0A7I2V5U5;G5E9E7;A0A087X0K9;G3V1L9;Q07157","10;10;10;10;10;10;1","10;10;10;10;10;10;1","10;10;10;10;10;10;1","Tight junction protein ZO-1;Tight junction protein ZO-1;Tight junction protein 1 (Zona occludens 1), isoform CRA_e;Tight junction protein 1 (Zona occludens 1), isoform CRA_a;Tight junction protein ZO-1;Tight junction protein ZO-1",7,10,10,10
"65","A0A087X0R6;Q9UMY4","A0A087X0R6;Q9UMY4","A0A087X0R6;Q9UMY4","3;3","3;3","3;3","Sorting nexin-12;Sorting nexin-12",2,3,3,3
"66","A0A087X165;Q9C0H9;A0A087WVV7;A0A590UJ70;A0A087WU33","A0A087X165;Q9C0H9;A0A087WVV7;A0A590UJ70;A0A087WU33","A0A087X165;Q9C0H9;A0A087WVV7;A0A590UJ70;A0A087WU33","4;4;3;3;2","4;4;3;3;2","4;4;3;3;2","SRC kinase-signaling inhibitor 1;SRC kinase signaling inhibitor 1;SRC kinase-signaling inhibitor 1 (Fragment);SRC kinase-signaling inhibitor 1;SRC kinase-signaling inhibitor 1 (Fragment)",5,4,4,4
"67","A0A087X1B2;B9A018;Q53GS9","A0A087X1B2;B9A018;Q53GS9","A0A087X1B2;B9A018;Q53GS9","5;5;5","5;5;5","5;5;5","U4/U6.U5 tri-snRNP-associated protein 2;U4/U6.U5 tri-snRNP-associated protein 2;U4/U6.U5 tri-snRNP-associated protein 2",3,5,5,5
"68","A0A087X1E4;P53365","A0A087X1E4;P53365","A0A087X1E4;P53365","3;3","3;3","3;3","Arfaptin-2;Arfaptin-2",2,3,3,3
"69","A0A087X1Z3;Q9UL46;H0YM70;H0YKU2","A0A087X1Z3;Q9UL46;H0YM70;H0YKU2","A0A087X1Z3;Q9UL46;H0YM70","6;6;5;1","6;6;5;1","6;6;5;1","Proteasome activator complex subunit 2;Proteasome activator complex subunit 2;Proteasome activator complex subunit 2",4,6,6,6
"70","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","9;9;9;9","9;9;9;9","9;9;9;9","Agrin;Agrin;Agrin;Agrin",4,9,9,9
"71","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJ01;H7C034","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJ01;H7C034","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6","12;12;8;8;8;3;2","6;6;3;3;3;1;0","6;6;3;3;3;1;0","AP complex subunit beta;AP-2 complex subunit beta;AP-2 complex subunit beta (Fragment);AP-2 complex subunit beta (Fragment);AP-2 complex subunit beta (Fragment)",7,12,6,6
"72","J3QRH2;A0A087X2B4;J3QR43;J3QRC6;Q8IY31;J3KRU2","J3QRH2;A0A087X2B4;J3QR43;J3QRC6;Q8IY31;J3KRU2","J3QRH2;A0A087X2B4;J3QR43;J3QRC6;Q8IY31;J3KRU2","3;3;3;3;3;2","3;3;3;3;3;2","3;3;3;3;3;2","Intraflagellar transport protein 20 homolog (Fragment);Intraflagellar transport 20 homolog (Chlamydomonas), isoform CRA_b;Intraflagellar transport protein 20 homolog;Intraflagellar transport protein 20 homolog;Intraflagellar transport protein 20 homolog;In",6,3,3,3
"73","A0A087X2D0;P84103","A0A087X2D0;P84103","A0A087X2D0;P84103","4;4","3;3","3;3","Serine/arginine-rich-splicing factor 3;Serine/arginine-rich splicing factor 3",2,4,3,3
"74","A0A087X2I1;P62333;H0YJS8;H0YJC0;H0YJX2","A0A087X2I1;P62333;H0YJS8;H0YJC0;H0YJX2","A0A087X2I1;P62333;H0YJS8;H0YJC0","5;5;4;4;1","5;5;4;4;1","5;5;4;4;1","26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B (Fragment);26S proteasome regulatory subunit 10B (Fragment)",5,5,5,5
"75","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12;A0A096LNJ1;A0A2R8Y6K9","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12;A0A096LNJ1;A0A2R8Y6K9","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12","6;6;6;6;5;5;3;3;3;3;2;2","6;6;6;6;5;5;3;3;3;3;2;2","6;6;6;6;5;5;3;3;3;3;2;2","Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial;Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondr",12,6,6,6
"76","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566;A0A096LPA2;A0A096LP92;A0A1B0GWF8;A0A1B0GTG9","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566;A0A096LPA2;A0A096LP92;A0A1B0GWF8;A0A1B0GTG9","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566","3;3;3;3;3;3;3;3;3;1;1;1;1","3;3;3;3;3;3;3;3;3;1;1;1;1","3;3;3;3;3;3;3;3;3;1;1;1;1","Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase",13,3,3,3
"77","G5E9D8;A0A096LP62;C9J2H1;Q86UX2","G5E9D8;A0A096LP62;C9J2H1;Q86UX2","G5E9D8;A0A096LP62;C9J2H1;Q86UX2","2;2;2;2","2;2;2;2","2;2;2;2","Inter-alpha (Globulin) inhibitor H5, isoform CRA_e;Inter-alpha-trypsin inhibitor heavy chain H5;Inter-alpha-trypsin inhibitor heavy chain H5;Inter-alpha-trypsin inhibitor heavy chain H5",4,2,2,2
"78","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","2;2;2;2;1;1;1","2;2;2;2;1;1;1","2;2;2;2;1;1;1","Thioredoxin-disulfide reductase;Thioredoxin-disulfide reductase;Thioredoxin-disulfide reductase;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial (Fragment);Thioredoxin-disulfide reductase",7,2,2,2
"79","A0A0A0MTC7;A0A0A0MQS9;Q16363;A0A494C139;H0Y351;H0YAQ5;A0A494C1K8;H0YAP9;E5RFQ2;E5RK79;E5RFD7;E5RHF3;Q6LET9","A0A0A0MTC7;A0A0A0MQS9;Q16363;A0A494C139;H0Y351;H0YAQ5;A0A494C1K8;H0YAP9;E5RFQ2;E5RK79;E5RFD7;E5RHF3;Q6LET9","A0A0A0MTC7;A0A0A0MQS9;Q16363","25;25;25;12;4;4;4;3;3;1;1;1;1","25;25;25;12;4;4;4;3;3;1;1;1;1","25;25;25;12;4;4;4;3;3;1;1;1;1","Laminin subunit alpha-4;Laminin subunit alpha-4;Laminin subunit alpha-4",13,25,25,25
"80","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","3;3;3;3","3;3;3;3","3;3;3;3","Retinol-binding protein 1;Retinol-binding protein 1;Retinol binding protein 1, cellular;Retinol-binding protein 1",4,3,3,3
"81","U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0","U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0","U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0","3;3;3;2","3;3;3;2","3;3;3;2","WD repeat-containing protein 18 (Fragment);WD repeat-containing protein 18 (Fragment);WD repeat-containing protein 18;WD repeat-containing protein 18",4,3,3,3
"82","H7C3V9;H7C277;A0A0A0MQU4;Q96I15;H7C1N7;C9JNL5","H7C3V9;H7C277;A0A0A0MQU4;Q96I15;H7C1N7;C9JNL5","H7C3V9;H7C277;A0A0A0MQU4;Q96I15;H7C1N7;C9JNL5","2;2;2;2;1;1","2;2;2;2;1;1","2;2;2;2;1;1","Selenocysteine lyase (Fragment);Selenocysteine lyase (Fragment);Selenocysteine lyase;Selenocysteine lyase;Selenocysteine lyase (Fragment);Selenocysteine lyase (Fragment)",6,2,2,2
"83","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19;A0A0C4DGV1;H0YKS1","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19;A0A0C4DGV1;H0YKS1","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19","5;5;4;4;3;2;1","5;5;4;4;3;2;1","5;5;4;4;3;2;1","Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2 (Fragment)",7,5,5,5
"84","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1;A2A3S1","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1;A2A3S1","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1","8;8;4;4;2","8;8;4;4;2","8;8;4;4;2","Voltage-dependent anion-selective channel protein 2 (Fragment);Voltage-dependent anion-selective channel protein 2;Voltage-dependent anion-selective channel protein 2 (Fragment);Voltage-dependent anion-selective channel protein 2 (Fragment)",5,8,8,8
"85","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0","12;12;12;10;7;2;2;2;2;1","12;12;12;10;7;2;2;2;2;1","12;12;12;10;7;2;2;2;2;1","Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment);Heterogeneous nuc",10,12,12,12
"86","A8K968;A0A0A0MRA8;A0A0A0MSA4;Q9Y2J2;A0A0J9YY18;A0A1B0GTF8","A8K968;A0A0A0MRA8;A0A0A0MSA4;Q9Y2J2;A0A0J9YY18;A0A1B0GTF8","A8K968;A0A0A0MRA8;A0A0A0MSA4;Q9Y2J2;A0A0J9YY18;A0A1B0GTF8","2;2;2;2;1;1","2;2;2;2;1;1","2;2;2;2;1;1","Band 4.1-like protein 3;Band 4.1-like protein 3;Band 4.1-like protein 3;Band 4.1-like protein 3;Band 4.1-like protein 3 (Fragment);Band 4.1-like protein 3",6,2,2,2
"87","A0A0A0MRF4;P49406;S4R3W9","A0A0A0MRF4;P49406;S4R3W9","A0A0A0MRF4;P49406;S4R3W9","3;3;2","3;3;2","3;3;2","39S ribosomal protein L19, mitochondrial;39S ribosomal protein L19, mitochondrial;39S ribosomal protein L19, mitochondrial (Fragment)",3,3,3,3
"88","A0A2R8Y590;A0A7P0T939;A0A7P0TAD6;A0A7P0TAX3;A0A7P0Z4Q5;A0A7P0T8N5;A0A7P0T9A9;A0A7P0T928;A0A7P0Z4N5;A0A7P0TBI4;A0A7P0TBH8;A0A0A0MRF6;Q99996;A0A7P0TAA2;H7BYL6;A0A7P0TAJ1;A0A7P0T9E2","A0A2R8Y590;A0A7P0T939;A0A7P0TAD6;A0A7P0TAX3;A0A7P0Z4Q5;A0A7P0T8N5;A0A7P0T9A9;A0A7P0T928;A0A7P0Z4N5;A0A7P0TBI4;A0A7P0TBH8;A0A0A0MRF6;Q99996;A0A7P0TAA2;H7BYL6;A0A7P0TAJ1;A0A7P0T9E2","A0A2R8Y590;A0A7P0T939;A0A7P0TAD6;A0A7P0TAX3;A0A7P0Z4Q5;A0A7P0T8N5;A0A7P0T9A9;A0A7P0T928;A0A7P0Z4N5;A0A7P0TBI4;A0A7P0TBH8;A0A0A0MRF6;Q99996;A0A7P0TAA2;H7BYL6;A0A7P0TAJ1;A0A7P0T9E2","17;17;17;17;17;17;17;17;17;17;17;17;17;13;11;10;9","17;17;17;17;17;17;17;17;17;17;17;17;17;13;11;10;9","17;17;17;17;17;17;17;17;17;17;17;17;17;13;11;10;9","A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protein 9;A-kinase anchor protei",17,17,17,17
"89","A0A0A0MRI2;Q9UNH7;Q86XE0","A0A0A0MRI2;Q9UNH7;Q86XE0","A0A0A0MRI2;Q9UNH7","5;5;1","5;5;1","2;2;0","Sorting nexin;Sorting nexin-6",3,5,5,2
"90","A0A8I5QJM2;H0Y7V8;H0Y5V1;A0A0A0MRJ0;A0A0A0MRJ1;Q5VT25;H0Y6R0","A0A8I5QJM2;H0Y7V8;H0Y5V1;A0A0A0MRJ0;A0A0A0MRJ1;Q5VT25;H0Y6R0","A0A8I5QJM2;H0Y7V8;H0Y5V1;A0A0A0MRJ0;A0A0A0MRJ1;Q5VT25;H0Y6R0","2;2;2;2;2;2;1","2;2;2;2;2;2;1","2;2;2;2;2;2;1","Non-specific serine/threonine protein kinase (Fragment);Non-specific serine/threonine protein kinase (Fragment);Non-specific serine/threonine protein kinase (Fragment);Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinas",7,2,2,2
"91","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8;F8WDT3;F8WAV5;F8WAX2;C9J0F2","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8;F8WDT3;F8WAV5;F8WAX2;C9J0F2","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8","4;4;4;3;1;1;1;1","4;4;4;3;1;1;1;1","4;4;4;3;1;1;1;1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase",8,4,4,4
"92","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1;Q5JVM0","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1;Q5JVM0","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1","6;6;6;6;4;4;4;4;4;4;4;4;2","6;6;6;6;4;4;4;4;4;4;4;4;2","6;6;6;6;4;4;4;4;4;4;4;4;2","Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI (Fragment);Unconventional myosi",13,6,6,6
